State,'Total Sales','Operating Profit','Sales Method'
Virginia,-0.574932,-0.520108,inStore
Virginia,-0.093874,-0.237041,inStore
Virginia,0.297495,0.234739,inStore
Virginia,0.118117,0.069616,inStore
Virginia,0.313802,0.24975,inStore
Virginia,-0.126488,-0.155551,inStore
Virginia,-0.583086,-0.528686,inStore
Virginia,0.036582,-0.134107,inStore
Virginia,0.762245,0.662566,inStore
Virginia,0.134424,0.084627,inStore
Virginia,0.330109,0.264761,inStore
Virginia,-0.281405,-0.298149,inStore
Virginia,-0.534164,-0.477219,inStore
Virginia,0.330109,0.097494,inStore
Virginia,0.688864,0.595007,inStore
Virginia,0.313802,0.24975,inStore
Virginia,0.313802,0.24975,inStore
Virginia,-0.044953,-0.080496,inStore
Virginia,-0.428169,-0.365708,inStore
Virginia,1.112847,0.715096,inStore
Virginia,1.83851,1.653302,inStore
Virginia,1.814049,1.630777,inStore
Virginia,2.450024,2.216212,inStore
Virginia,1.797742,1.615766,inStore
Virginia,1.406373,1.564299,inStore
Virginia,3.85243,2.876704,inStore
Virginia,3.770894,3.432117,inStore
Virginia,3.167534,2.876704,inStore
Virginia,2.874007,2.606503,inStore
Virginia,2.107576,1.900978,inStore
Virginia,2.58048,2.799503,inStore
Virginia,3.167534,2.336302,inStore
Virginia,3.754587,3.417106,inStore
Virginia,3.102306,2.816659,inStore
Virginia,2.026041,1.825922,inStore
Virginia,0.998697,0.880219,inStore
Virginia,0.998697,1.135409,inStore
Virginia,0.281188,0.058894,inStore
Virginia,0.525793,0.444895,inStore
Virginia,0.672557,0.579996,inStore
Virginia,-0.126488,-0.155551,inStore
Virginia,-0.289559,-0.305663,inStore
Virginia,-0.06126,0.020294,inStore
Virginia,-0.208024,-0.327108,inStore
Virginia,-0.028646,-0.065484,inStore
Virginia,0.941623,0.827688,inStore
Virginia,0.199652,0.144672,inStore
Virginia,0.012121,-0.027948,inStore
Virginia,0.134424,0.226161,inStore
Virginia,0.427951,0.174694,inStore
Virginia,0.745938,0.647554,inStore
Virginia,1.178075,1.045342,inStore
Virginia,0.452412,0.377354,inStore
Virginia,0.672557,0.579996,inStore
Virginia,1.137307,1.281231,inStore
Virginia,1.928199,1.358432,inStore
Virginia,2.238033,2.021067,inStore
Virginia,2.727244,2.471402,inStore
Virginia,1.569444,1.40561,inStore
Virginia,1.569444,1.40561,inStore
Virginia,1.53683,1.701544,inStore
Virginia,2.246186,1.609333,inStore
Virginia,0.770399,1.345565,inStore
Virginia,0.313802,0.414873,inStore
Virginia,-0.044953,-0.19844,inStore
Virginia,-0.159102,-0.185574,inStore
Virginia,0.37903,0.483495,inStore
Virginia,0.313802,0.910241,inStore
Virginia,0.884548,1.495677,inStore
Virginia,0.085503,0.174694,inStore
Virginia,-0.126488,-0.262774,inStore
Michigan,-0.208024,-0.230607,inStore
Michigan,0.37903,0.483495,inStore
Michigan,0.313802,0.910241,inStore
Michigan,0.816059,1.40561,inStore
Michigan,0.085503,0.174694,inStore
Michigan,-0.167256,-0.294941,inStore
Michigan,-0.305866,-0.320674,inStore
Michigan,0.158885,0.251895,inStore
Michigan,0.142578,0.662566,inStore
Michigan,0.713324,1.270509,inStore
Michigan,0.167038,0.260472,inStore
Michigan,-0.06126,-0.211307,inStore
Michigan,-0.085721,-0.118015,inStore
Michigan,0.362723,0.46634,inStore
Michigan,0.427951,1.075364,inStore
Michigan,1.650979,2.503569,inStore
Michigan,0.688864,0.809452,inStore
Michigan,0.452412,0.193994,inStore
Michigan,0.37903,0.309795,inStore
Michigan,0.762245,0.886652,inStore
Michigan,1.308531,2.349168,inStore
Michigan,2.017887,2.986071,inStore
Michigan,0.933469,1.066786,inStore
Michigan,0.672557,0.367695,inStore
Michigan,0.599175,0.512454,inStore
Michigan,1.112847,1.255498,inStore
Michigan,1.920045,3.233763,inStore
Michigan,2.58048,3.725907,inStore
Michigan,1.390066,1.547143,inStore
Michigan,0.933469,0.573562,inStore
Michigan,0.770399,0.670063,inStore
Michigan,1.210689,1.358432,inStore
Michigan,2.132037,3.54042,inStore
Michigan,2.482638,3.597239,inStore
Michigan,1.390066,1.547143,inStore
Michigan,0.745938,0.425595,inStore
Michigan,0.256727,0.19722,inStore
Michigan,0.525793,0.637896,inStore
Michigan,1.25961,2.278402,inStore
Michigan,1.406373,2.181901,inStore
Michigan,0.623635,0.74083,inStore
Michigan,0.199652,-0.00544,inStore
Michigan,0.142578,0.092141,inStore
Michigan,0.452412,0.560696,inStore
Michigan,0.933469,1.806622,inStore
Michigan,1.504216,2.310568,inStore
Michigan,0.558407,0.672207,inStore
Michigan,0.167038,-0.031173,inStore
Michigan,0.10181,0.054605,inStore
Michigan,0.362723,0.46634,inStore
Michigan,0.941623,1.818425,inStore
Michigan,1.25961,1.988901,inStore
Michigan,0.525793,0.637896,inStore
Michigan,0.364354,0.124514,inStore
Michigan,0.452412,0.377354,inStore
Michigan,0.81932,0.946697,inStore
Michigan,1.708054,2.927107,inStore
Michigan,2.384796,3.468572,inStore
Michigan,1.178075,1.32412,inStore
Michigan,1.015004,0.637896,inStore
Michigan,0.851934,0.745118,inStore
Michigan,1.210689,1.358432,inStore
Michigan,1.814049,3.080427,inStore
Michigan,0.281188,0.380562,inStore
Michigan,-0.110181,-0.14054,inStore
Michigan,-0.387401,-0.39573,inStore
Michigan,-0.493397,-0.43433,inStore
Michigan,-0.093874,-0.125529,inStore
Michigan,-0.110181,0.187561,inStore
Michigan,0.37903,0.483495,inStore
Michigan,-0.305866,-0.320674,inStore
Michigan,-0.452629,-0.455775,inStore
Missouri,-0.534164,-0.477219,inStore
Missouri,-0.093874,-0.125529,inStore
Missouri,-0.159102,0.123227,inStore
Missouri,0.473611,0.582998,inStore
Missouri,-0.256945,-0.275641,inStore
Missouri,-0.371094,-0.380719,inStore
Missouri,-0.550471,-0.494375,inStore
Missouri,-0.208024,-0.230607,inStore
Missouri,-0.142795,0.144672,inStore
Missouri,0.370876,0.474918,inStore
Missouri,-0.403708,-0.410741,inStore
Missouri,-0.583086,-0.575864,inStore
Missouri,-0.6157,-0.562997,inStore
Missouri,-0.354787,-0.365708,inStore
Missouri,-0.256945,-0.00544,inStore
Missouri,0.675818,0.795728,inStore
Missouri,-0.19987,-0.223093,inStore
Missouri,-0.354787,-0.365708,inStore
Missouri,-0.50155,-0.442908,inStore
Missouri,-0.208024,-0.230607,inStore
Missouri,0.199652,0.595007,inStore
Missouri,0.427951,0.534962,inStore
Missouri,-0.256945,-0.275641,inStore
Missouri,-0.330326,-0.343182,inStore
Missouri,-0.371094,-0.305663,inStore
Missouri,-0.028646,-0.065484,inStore
Missouri,0.599175,1.120398,inStore
Missouri,1.015004,1.152564,inStore
Missouri,0.199652,0.144672,inStore
Missouri,-0.110181,-0.14054,inStore
Missouri,-0.208024,-0.134107,inStore
Missouri,0.036582,-0.00544,inStore
Missouri,0.672557,1.216898,inStore
Missouri,0.884548,1.015319,inStore
Missouri,0.297495,0.234739,inStore
Missouri,-0.028646,-0.065484,inStore
Missouri,-0.411862,-0.348552,inStore
Missouri,-0.256945,-0.275641,inStore
Missouri,0.297495,0.723674,inStore
Missouri,0.427951,0.534962,inStore
Missouri,-0.159102,-0.185574,inStore
Missouri,-0.648314,-0.635909,inStore
Missouri,-0.672774,-0.623042,inStore
Missouri,-0.493397,-0.493294,inStore
Missouri,-0.256945,-0.00544,inStore
Missouri,0.256727,0.354828,inStore
Missouri,-0.371094,-0.380719,inStore
Missouri,-0.534164,-0.53083,inStore
Missouri,-0.574932,-0.520108,inStore
Missouri,-0.428169,-0.433249,inStore
Missouri,-0.028646,0.294784,inStore
Missouri,0.199652,0.294784,inStore
Missouri,-0.371094,-0.380719,inStore
Missouri,-0.460783,-0.463272,inStore
Missouri,-0.411862,-0.348552,inStore
Missouri,-0.06126,-0.095507,inStore
Missouri,0.362723,0.809452,inStore
Missouri,0.966083,1.101097,inStore
Missouri,0.085503,0.039594,inStore
Missouri,-0.028646,-0.065484,inStore
Missouri,-0.142795,-0.065484,inStore
Missouri,0.085503,0.039594,inStore
Missouri,0.525793,1.023897,inStore
Missouri,0.158885,0.251895,inStore
Missouri,-0.167256,-0.193071,inStore
Missouri,-0.47709,-0.478283,inStore
Missouri,-0.517857,-0.460064,inStore
Missouri,-0.085721,-0.118015,inStore
Missouri,-0.167256,0.112505,inStore
Missouri,0.24042,0.337673,inStore
Missouri,-0.330326,-0.343182,inStore
Missouri,-0.526011,-0.523316,inStore
Utah,-0.550471,-0.494375,inStore
Utah,-0.085721,-0.118015,inStore
Utah,-0.208024,0.058894,inStore
Utah,0.369246,0.473202,inStore
Utah,-0.256945,-0.275641,inStore
Utah,-0.420015,-0.425752,inStore
Utah,-0.534164,-0.477219,inStore
Utah,-0.159102,-0.185574,inStore
Utah,-0.159102,0.123227,inStore
Utah,0.281188,0.380562,inStore
Utah,-0.411862,-0.418238,inStore
Utah,-0.623853,-0.613383,inStore
Utah,-0.6157,-0.562997,inStore
Utah,-0.314019,-0.328171,inStore
Utah,-0.289559,-0.048329,inStore
Utah,0.58776,0.703087,inStore
Utah,-0.208024,-0.230607,inStore
Utah,-0.371094,-0.380719,inStore
Utah,-0.493397,-0.43433,inStore
Utah,-0.159102,-0.185574,inStore
Utah,0.232267,0.637896,inStore
Utah,0.330109,0.432028,inStore
Utah,-0.289559,-0.305663,inStore
Utah,-0.387401,-0.39573,inStore
Utah,-0.420015,-0.35713,inStore
Utah,-0.028646,-0.065484,inStore
Utah,0.558407,1.066786,inStore
Utah,0.884548,1.015319,inStore
Utah,0.134424,0.084627,inStore
Utah,-0.167256,-0.193071,inStore
Utah,-0.248791,-0.176996,inStore
Utah,0.028429,-0.012937,inStore
Utah,0.623635,1.152564,inStore
Utah,0.770399,0.89523,inStore
Utah,0.256727,0.19722,inStore
Utah,-0.06126,-0.095507,inStore
Utah,-0.452629,-0.391441,inStore
Utah,-0.256945,-0.275641,inStore
Utah,0.256727,0.670063,inStore
Utah,0.330109,0.432028,inStore
Utah,-0.208024,-0.230607,inStore
Utah,-0.713542,-0.695953,inStore
Utah,-0.729849,-0.683087,inStore
Utah,-0.517857,-0.515819,inStore
Utah,-0.289559,-0.048329,inStore
Utah,0.183345,0.277628,inStore
Utah,-0.420015,-0.425752,inStore
Utah,-0.550471,-0.545842,inStore
Utah,-0.583086,-0.528686,inStore
Utah,-0.403708,-0.410741,inStore
Utah,-0.028646,0.294784,inStore
Utah,0.134424,0.226161,inStore
Utah,-0.420015,-0.425752,inStore
Utah,-0.491766,-0.491801,inStore
Utah,-0.452629,-0.391441,inStore
Utah,-0.028646,-0.065484,inStore
Utah,0.37903,0.830897,inStore
Utah,0.884548,1.015319,inStore
Utah,0.036582,-0.00544,inStore
Utah,-0.06126,-0.095507,inStore
Utah,-0.159102,-0.08264,inStore
Utah,0.10181,0.054605,inStore
Utah,0.525793,1.023897,inStore
Utah,-0.256945,-0.275641,inStore
Utah,-0.028646,-0.065484,inStore
Utah,-0.028646,-0.065484,inStore
Utah,-0.420015,-0.425752,inStore
Utah,-0.50155,-0.442908,inStore
Utah,0.10181,-0.08264,inStore
Utah,-0.06126,-0.095507,inStore
Utah,-0.028646,-0.065484,inStore
Utah,-0.028646,-0.065484,inStore
Oregon,-0.420015,-0.425752,inStore
Oregon,-0.574932,-0.520108,inStore
Oregon,-0.093874,-0.237041,inStore
Oregon,0.297495,0.234739,inStore
Oregon,0.118117,0.069616,inStore
Oregon,0.313802,0.24975,inStore
Oregon,-0.126488,-0.155551,inStore
Oregon,-0.583086,-0.528686,inStore
Oregon,0.036582,-0.134107,inStore
Oregon,0.762245,0.662566,inStore
Oregon,0.134424,0.084627,inStore
Oregon,0.330109,0.264761,inStore
Oregon,-0.281405,-0.298149,inStore
Oregon,-0.534164,-0.477219,inStore
Oregon,0.330109,0.097494,inStore
Oregon,0.688864,0.595007,inStore
Oregon,0.313802,0.24975,inStore
Oregon,0.313802,0.24975,inStore
Oregon,-0.044953,-0.080496,inStore
Oregon,-0.428169,-0.365708,inStore
Oregon,1.112847,0.715096,inStore
Oregon,1.83851,1.653302,inStore
Oregon,1.814049,1.630777,inStore
Oregon,2.450024,2.216212,inStore
Oregon,1.797742,1.615766,inStore
Oregon,1.406373,1.564299,inStore
Oregon,3.85243,2.876704,inStore
Oregon,3.770894,3.432117,inStore
Oregon,3.167534,2.876704,inStore
Oregon,2.874007,2.606503,inStore
Oregon,2.107576,1.900978,inStore
Oregon,2.58048,2.799503,inStore
Oregon,3.167534,2.336302,inStore
Oregon,3.754587,3.417106,inStore
Oregon,3.102306,2.816659,inStore
Oregon,2.026041,1.825922,inStore
Oregon,0.998697,0.880219,inStore
Oregon,0.998697,1.135409,inStore
Oregon,0.281188,0.058894,inStore
Oregon,0.525793,0.444895,inStore
Oregon,0.672557,0.579996,inStore
Oregon,-0.126488,-0.155551,inStore
Oregon,-0.289559,-0.305663,inStore
Oregon,-0.06126,0.020294,inStore
Oregon,-0.208024,-0.327108,inStore
Oregon,-0.028646,-0.065484,inStore
Oregon,0.941623,0.827688,inStore
Oregon,0.199652,0.144672,inStore
Oregon,0.012121,-0.027948,inStore
Oregon,0.134424,0.226161,inStore
Oregon,0.427951,0.174694,inStore
Oregon,0.745938,0.647554,inStore
Oregon,1.178075,1.045342,inStore
Oregon,0.452412,0.377354,inStore
Oregon,0.672557,0.579996,inStore
Oregon,1.137307,1.281231,inStore
Oregon,1.928199,1.358432,inStore
Oregon,2.238033,2.021067,inStore
Oregon,2.727244,2.471402,inStore
Oregon,1.569444,1.40561,inStore
Oregon,1.569444,1.40561,inStore
Oregon,1.53683,1.701544,inStore
Oregon,2.246186,1.609333,inStore
Oregon,-0.028646,0.054605,inStore
Oregon,0.232267,0.329095,inStore
Oregon,0.232267,0.329095,inStore
Oregon,-0.208024,-0.134107,inStore
Oregon,-0.289559,-0.134107,inStore
Oregon,0.37903,0.309795,inStore
Oregon,0.199652,0.294784,inStore
Oregon,0.232267,0.329095,inStore
Oregon,0.232267,0.329095,inStore
Louisiana,-0.208024,-0.134107,inStore
Louisiana,-0.371094,-0.230607,inStore
Louisiana,0.158885,0.107153,inStore
Louisiana,0.599175,0.715096,inStore
Louisiana,0.40349,0.509229,inStore
Louisiana,0.623635,0.74083,inStore
Louisiana,0.134424,0.226161,inStore
Louisiana,-0.354787,-0.211307,inStore
Louisiana,0.085503,0.039594,inStore
Louisiana,0.770399,0.89523,inStore
Louisiana,0.224113,0.320517,inStore
Louisiana,0.40349,0.509229,inStore
Louisiana,-0.224331,-0.151262,inStore
Louisiana,-0.428169,-0.298149,inStore
Louisiana,0.427951,0.354828,inStore
Louisiana,0.672557,0.792296,inStore
Louisiana,0.362723,0.46634,inStore
Louisiana,0.362723,0.46634,inStore
Louisiana,0.012121,0.097494,inStore
Louisiana,-0.354787,-0.211307,inStore
Louisiana,1.496062,1.338068,Online
Louisiana,2.286954,2.490702,Online
Louisiana,2.25434,2.456391,Online
Louisiana,2.939235,3.176927,Online
Louisiana,2.246186,2.447813,Online
Louisiana,1.846664,2.394202,Online
Louisiana,4.439483,4.047574,Online
Louisiana,3.705666,3.983241,Online
Louisiana,3.395832,3.657284,Online
Louisiana,2.58048,2.799503,Online
Louisiana,3.085999,3.861007,Online
Louisiana,3.721973,3.387083,Online
Louisiana,3.632285,3.906041,Online
Louisiana,2.482638,2.69657,Online
Louisiana,1.381913,1.538566,Online
Louisiana,1.072079,1.477457,Online
Louisiana,0.427951,0.354828,Online
Louisiana,0.525793,0.637896,Online
Louisiana,0.688864,0.809452,Online
Louisiana,-0.06126,0.020294,Online
Louisiana,-0.208024,-0.134107,Online
Louisiana,0.044736,0.261553,Online
Louisiana,-0.159102,-0.185574,Online
Louisiana,-0.028646,0.054605,Online
Louisiana,0.933469,1.066786,Online
Louisiana,0.232267,0.329095,Online
Louisiana,0.036582,0.123227,Online
Louisiana,0.199652,0.444895,Online
Louisiana,0.493179,0.414873,Online
Louisiana,0.688864,0.809452,Online
Louisiana,1.112847,1.255498,Online
Louisiana,0.427951,0.534962,Online
Louisiana,0.688864,0.809452,Online
Louisiana,1.226996,1.660799,Online
Louisiana,2.384796,2.156168,Online
Louisiana,2.710937,2.936748,Online
Louisiana,3.232762,3.485728,Online
Louisiana,1.993427,2.181901,Online
Louisiana,1.993427,2.181901,Online
Louisiana,1.968966,2.538961,Online
Louisiana,2.727244,2.471402,Online
Louisiana,-0.06126,-0.211307,Online
Louisiana,0.37903,0.136094,Online
Louisiana,-0.012339,-0.172707,Online
Louisiana,0.142578,0.234739,Online
Louisiana,-0.093874,-0.348552,Online
Louisiana,0.142578,0.377354,Online
Louisiana,0.07735,-0.10194,Online
Louisiana,0.427951,0.174694,Online
Louisiana,0.028429,-0.14054,Online
Idaho,-0.085721,-0.00544,Online
Idaho,-0.289559,-0.477219,Online
Idaho,0.085503,0.309795,Online
Idaho,0.281188,0.219728,Online
Idaho,0.688864,0.595007,Online
Idaho,-0.06126,-0.095507,Online
Idaho,-0.142795,0.039594,Online
Idaho,-0.289559,-0.391441,Online
Idaho,-0.028646,0.294784,Online
Idaho,-0.093874,-0.125529,Online
Idaho,0.330109,0.264761,Online
Idaho,-0.167256,-0.193071,Online
Idaho,-0.208024,-0.037606,Online
Idaho,-0.314019,-0.410741,Online
Idaho,0.134424,0.509229,Online
Idaho,-0.028646,-0.065484,Online
Idaho,0.476872,0.399862,Online
Idaho,-0.004186,-0.042959,Online
Idaho,0.199652,0.444895,Online
Idaho,0.362723,0.123227,Online
Idaho,1.25961,1.988901,Online
Idaho,1.25961,1.120398,Online
Idaho,1.504216,1.345565,Online
Idaho,1.015004,0.89523,Online
Idaho,0.851934,1.216898,Online
Idaho,0.672557,0.367695,Online
Idaho,2.286954,3.339905,Online
Idaho,1.585751,1.753011,Online
Idaho,1.83851,2.018923,Online
Idaho,2.074962,2.267679,Online
Idaho,0.770399,1.345565,Online
Idaho,0.941623,0.827688,Online
Idaho,2.450024,4.000396,Online
Idaho,1.504216,1.667233,Online
Idaho,1.748821,1.924567,Online
Idaho,2.074962,2.267679,Online
Idaho,0.607328,1.13112,Online
Idaho,0.762245,0.662566,Online
Idaho,1.895585,3.198371,Online
Idaho,1.479755,1.641499,Online
Idaho,1.300378,1.452788,Online
Idaho,1.6999,1.8731,Online
Idaho,0.623635,1.152564,Online
Idaho,0.493179,0.414873,Online
Idaho,1.09654,2.042512,Online
Idaho,0.558407,0.672207,Online
Idaho,0.558407,0.672207,Online
Idaho,0.599175,0.715096,Online
Idaho,0.158885,0.541396,Online
Idaho,-0.142795,-0.170563,Online
Idaho,0.599175,1.323057,Online
Idaho,0.599175,0.715096,Online
Idaho,0.599175,0.715096,Online
Idaho,1.406373,1.564299,Online
Idaho,0.81932,1.409899,Online
Idaho,0.582868,0.497443,Online
Idaho,1.708054,2.927107,Online
Idaho,1.83851,2.018923,Online
Idaho,1.83851,2.018923,Online
Idaho,1.6999,1.8731,Online
Idaho,1.112847,1.7959,Online
Idaho,0.762245,0.662566,Online
Idaho,2.132037,3.54042,Online
Idaho,-0.110181,-0.14054,Online
Idaho,0.167038,0.260472,Online
Idaho,0.167038,0.11465,Online
Idaho,-0.224331,-0.245618,Online
Idaho,-0.281405,-0.385008,Online
Idaho,0.167038,-0.176996,Online
Idaho,-0.012339,-0.050473,Online
Idaho,0.036582,0.123227,Online
Idaho,0.036582,-0.00544,Online
Arizona,-0.354787,-0.365708,Online
Arizona,-0.50155,-0.558708,Online
Arizona,-0.028646,-0.305663,Online
Arizona,0.362723,0.294784,Online
Arizona,0.199652,0.294784,Online
Arizona,0.199652,0.144672,Online
Arizona,-0.208024,-0.230607,Online
Arizona,-0.493397,-0.552275,Online
Arizona,0.118117,-0.209163,Online
Arizona,0.688864,0.595007,Online
Arizona,0.134424,0.226161,Online
Arizona,0.313802,0.24975,Online
Arizona,-0.126488,-0.155551,Online
Arizona,-0.403708,-0.481508,Online
Arizona,0.5421,0.069616,Online
Arizona,0.770399,0.670063,Online
Arizona,0.40349,0.509229,Online
Arizona,0.493179,0.414873,Online
Arizona,0.036582,-0.00544,Online
Arizona,-0.224331,-0.339974,Online
Arizona,0.770399,0.219728,Online
Arizona,1.09654,0.970286,Online
Arizona,0.762245,0.886652,Online
Arizona,0.762245,0.662566,Online
Arizona,0.199652,0.144672,Online
Arizona,-0.134642,-0.269207,Online
Arizona,1.455295,0.670063,Online
Arizona,1.25961,1.120398,Online
Arizona,0.941623,1.075364,Online
Arizona,0.762245,0.662566,Online
Arizona,0.281188,0.219728,Online
Arizona,0.582868,0.296928,Online
Arizona,0.998697,0.369839,Online
Arizona,1.300378,1.157934,Online
Arizona,1.308531,1.461365,Online
Arizona,0.672557,0.579996,Online
Arizona,0.493179,0.414873,Online
Arizona,0.754092,0.432028,Online
Arizona,0.770399,0.219728,Online
Arizona,0.745938,0.647554,Online
Arizona,0.933469,1.066786,Online
Arizona,0.305648,0.242253,Online
Arizona,0.158885,0.107153,Online
Arizona,0.40349,0.155394,Online
Arizona,0.721478,0.187561,Online
Arizona,0.525793,0.444895,Online
Arizona,0.688864,0.809452,Online
Arizona,0.012121,-0.027948,Online
Arizona,-0.06126,-0.095507,Online
Arizona,0.044736,-0.127673,Online
Arizona,0.330109,-0.069773,Online
Arizona,0.525793,0.444895,Online
Arizona,0.770399,0.89523,Online
Arizona,0.158885,0.107153,Online
Arizona,0.085503,0.039594,Online
Arizona,0.134424,-0.056907,Online
Arizona,0.721478,0.187561,Online
Arizona,0.892702,0.782655,Online
Arizona,1.09654,1.238342,Online
Arizona,0.305648,0.242253,Online
Arizona,0.305648,0.242253,Online
Arizona,0.313802,0.084627,Online
Arizona,0.81932,0.251895,Online
Arizona,0.142578,0.092141,Online
Arizona,0.452412,0.560696,Online
Arizona,0.452412,0.377354,Online
Arizona,0.012121,-0.027948,Online
Arizona,-0.044953,-0.19844,Online
Arizona,0.452412,0.010652,Online
Arizona,0.256727,0.19722,Online
Arizona,0.305648,0.406295,Online
Arizona,0.305648,0.242253,Online
'New Mexico',-0.134642,-0.163048,Online
'New Mexico',-0.289559,-0.391441,Online
'New Mexico',0.232267,-0.134107,Online
'New Mexico',0.672557,0.579996,Online
'New Mexico',0.493179,0.603585,Online
'New Mexico',0.493179,0.414873,Online
'New Mexico',0.044736,0.002074,Online
'New Mexico',-0.256945,-0.365708,Online
'New Mexico',0.40349,-0.021515,Online
'New Mexico',1.031312,0.910241,Online
'New Mexico',0.427951,0.534962,Online
'New Mexico',0.623635,0.534962,Online
'New Mexico',0.134424,0.084627,Online
'New Mexico',-0.159102,-0.288507,Online
'New Mexico',0.892702,0.300153,Online
'New Mexico',1.121,0.992811,Online
'New Mexico',0.721478,0.843763,Online
'New Mexico',0.81932,0.715096,Online
'New Mexico',0.313802,0.24975,Online
'New Mexico',0.036582,-0.134107,Online
'New Mexico',1.137307,0.460987,Online
'New Mexico',1.569444,1.40561,Online
'New Mexico',1.210689,1.358432,Online
'New Mexico',1.210689,1.075364,Online
'New Mexico',0.582868,0.497443,Online
'New Mexico',0.232267,0.020294,Online
'New Mexico',1.993427,1.023897,Online
'New Mexico',1.748821,1.570732,Online
'New Mexico',1.406373,1.564299,Online
'New Mexico',1.210689,1.075364,Online
'New Mexico',0.672557,0.579996,Online
'New Mexico',1.015004,0.637896,Online
'New Mexico',1.504216,0.702229,Online
'New Mexico',1.797742,1.615766,Online
'New Mexico',1.814049,1.993189,Online
'New Mexico',1.112847,0.985297,Online
'New Mexico',0.917162,0.805163,Online
'New Mexico',1.226996,0.805163,Online
'New Mexico',1.25961,0.541396,Online
'New Mexico',1.09654,0.970286,Online
'New Mexico',1.300378,1.452788,Online
'New Mexico',0.607328,0.519951,Online
'New Mexico',0.444258,0.369839,Online
'New Mexico',0.721478,0.406295,Online
'New Mexico',1.072079,0.418098,Online
'New Mexico',0.851934,0.745118,Online
'New Mexico',1.031312,1.16972,Online
'New Mexico',0.281188,0.219728,Online
'New Mexico',0.199652,0.144672,Online
'New Mexico',0.330109,0.097494,Online
'New Mexico',0.892702,0.300153,Online
'New Mexico',1.210689,1.075364,Online
'New Mexico',1.602058,1.770166,Online
'New Mexico',0.81932,0.715096,Online
'New Mexico',0.721478,0.625029,Online
'New Mexico',0.770399,0.444895,Online
'New Mexico',1.504216,0.702229,Online
'New Mexico',1.797742,1.615766,Online
'New Mexico',2.026041,2.216212,Online
'New Mexico',1.015004,0.89523,Online
'New Mexico',1.015004,0.89523,Online
'New Mexico',0.998697,0.625029,Online
'New Mexico',1.626519,0.782655,Online
'New Mexico',-0.06126,0.020294,Online
'New Mexico',0.232267,0.329095,Online
'New Mexico',0.232267,0.174694,Online
'New Mexico',-0.159102,-0.08264,Online
'New Mexico',-0.208024,-0.230607,Online
'New Mexico',0.232267,-0.134107,Online
'New Mexico',0.036582,0.123227,Online
'New Mexico',0.10181,0.19185,Online
'New Mexico',0.10181,0.054605,Online
Georgia,-0.289559,-0.219885,Online
Georgia,-0.428169,-0.433249,Online
Georgia,0.036582,-0.262774,Online
Georgia,0.427951,0.534962,Online
Georgia,0.281188,0.380562,Online
Georgia,0.281188,0.219728,Online
Georgia,-0.126488,-0.048329,Online
Georgia,-0.403708,-0.410741,Online
Georgia,0.199652,-0.155551,Online
Georgia,0.770399,0.89523,Online
Georgia,0.224113,0.320517,Online
Georgia,0.40349,0.33232,Online
Georgia,-0.044953,0.037449,Online
Georgia,-0.314019,-0.328171,Online
Georgia,0.65625,0.144672,Online
Georgia,0.851934,0.981008,Online
Georgia,0.493179,0.603585,Online
Georgia,0.582868,0.497443,Online
Georgia,0.118117,0.209005,Online
Georgia,-0.134642,-0.163048,Online
Georgia,0.884548,0.294784,Online
Georgia,1.25961,1.409899,Online
Georgia,0.941623,1.075364,Online
Georgia,0.941623,0.827688,Online
Georgia,0.362723,0.46634,Online
Georgia,0.044736,0.002074,Online
Georgia,1.683593,0.820174,Online
Georgia,1.42268,1.581455,Online
Georgia,1.121,1.264076,Online
Georgia,0.941623,0.827688,Online
Georgia,0.444258,0.552118,Online
Georgia,0.762245,0.662566,Online
Georgia,1.226996,0.519951,Online
Georgia,1.479755,1.641499,Online
Georgia,1.504216,1.667233,Online
Georgia,0.851934,0.745118,Online
Georgia,0.672557,0.792296,Online
Georgia,0.966083,0.850197,Online
Georgia,0.998697,0.369839,Online
Georgia,0.81932,0.946697,Online
Georgia,1.015004,1.152564,Online
Georgia,0.37903,0.309795,Online
Georgia,0.232267,0.329095,Online
Georgia,0.493179,0.414873,Online
Georgia,0.81932,0.251895,Online
Georgia,0.599175,0.715096,Online
Georgia,0.770399,0.89523,Online
Georgia,0.085503,0.039594,Online
Georgia,0.012121,0.097494,Online
Georgia,0.134424,0.084627,Online
Georgia,0.65625,0.144672,Online
Georgia,0.941623,1.075364,Online
Georgia,1.308531,1.461365,Online
Georgia,0.582868,0.497443,Online
Georgia,0.493179,0.603585,Online
Georgia,0.5421,0.459906,Online
Georgia,1.226996,0.519951,Online
Georgia,1.479755,1.641499,Online
Georgia,1.6999,1.8731,Online
Georgia,0.762245,0.662566,Online
Georgia,0.762245,0.886652,Online
Georgia,0.754092,0.655051,Online
Georgia,1.341145,0.595007,Online
Georgia,1.732514,2.259101,Online
Georgia,1.210689,1.075364,Online
Georgia,0.672557,0.155394,Online
Georgia,0.599175,0.309795,Online
Georgia,1.42268,1.270509,Online
Georgia,1.210689,1.924567,Online
Georgia,1.862971,2.413502,Online
Georgia,0.949776,0.835185,Online
Georgia,0.574714,0.091061,Online
'South Carolina',0.485026,0.219728,Online
'South Carolina',1.341145,1.195453,Online
'South Carolina',0.884548,1.495677,Online
'South Carolina',1.386805,1.84994,Online
'South Carolina',0.65625,0.564984,Online
'South Carolina',0.24042,-0.128737,Online
'South Carolina',0.183345,-0.018306,Online
