Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,South,Tennessee,Knoxville,Mens Street Footwear,45,775,348750,156938,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Athletic Footwear,55,775,426250,191813,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Street Footwear,50,950,475000,213750,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Athletic Footwear,45,475,213750,117563,0.55,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Apparel,50,475,237500,95000,0.4,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Apparel,55,725,398750,239250,0.6,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Street Footwear,50,675,337500,151875,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Athletic Footwear,50,625,312500,140625,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Street Footwear,55,675,371250,167063,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Athletic Footwear,55,400,220000,121000,0.55,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Apparel,50,400,200000,80000,0.4,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Apparel,45,625,281250,168750,0.6,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Street Footwear,35,575,201250,90563,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Athletic Footwear,35,575,201250,90563,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Street Footwear,40,525,210000,94500,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Athletic Footwear,40,375,150000,82500,0.55,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Apparel,35,350,122500,49000,0.4,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Apparel,45,525,236250,141750,0.6,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Street Footwear,30,675,202500,91125,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Athletic Footwear,30,675,202500,91125,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Street Footwear,55,600,330000,148500,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Athletic Footwear,55,475,261250,143688,0.55,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Apparel,55,450,247500,99000,0.4,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Apparel,65,650,422500,253500,0.6,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Street Footwear,55,800,440000,198000,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Athletic Footwear,55,800,440000,198000,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Street Footwear,60,700,420000,189000,0.45,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Athletic Footwear,60,550,330000,181500,0.55,Outlet
Sports Direct,South,Tennessee,Knoxville,Mens Apparel,55,500,275000,110000,0.4,Outlet
Sports Direct,South,Tennessee,Knoxville,Womens Apparel,65,750,487500,292500,0.6,Outlet
Foot Locker,South,Tennessee,Knoxville,Mens Street Footwear,35,425,148750,59500,0.4,Outlet
Foot Locker,South,Tennessee,Knoxville,Mens Athletic Footwear,35,225,78750,27563,0.35,Outlet
Foot Locker,South,Tennessee,Knoxville,Womens Street Footwear,25,225,56250,19688,0.35,Outlet
Foot Locker,South,Tennessee,Knoxville,Womens Athletic Footwear,30,75,22500,9000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,45,125,56250,19688,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,35,225,78750,39375,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,35,475,166250,66500,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,35,125,43750,15313,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,25,175,43750,15313,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,30,50,15000,6000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,45,125,56250,19688,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,35,200,70000,35000,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,40,420,168000,67200,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,40,100,40000,14000,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,30,150,45000,15750,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,35,0,0,0,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,50,50,25000,8750,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,40,150,60000,30000,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,40,375,150000,60000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,35,75,26250,9188,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,25,75,18750,6563,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,30,0,0,0,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,45,25,11250,3938,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,35,150,52500,26250,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,45,420,189000,75600,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,40,125,50000,17500,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,35,100,35000,12250,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,35,25,8750,3500,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,50,50,25000,8750,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,55,150,82500,41250,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,40,400,160000,64000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,35,150,52500,18375,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,30,175,52500,18375,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,30,150,45000,18000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,45,150,67500,23625,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,50,325,162500,81250,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,45,550,247500,99000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,40,300,120000,42000,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,35,225,78750,27563,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,35,175,61250,24500,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,45,175,78750,27563,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,50,350,175000,87500,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,45,500,225000,90000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,45,275,123750,43313,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,40,200,80000,28000,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,30,125,37500,15000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,40,100,40000,14000,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,45,275,123750,61875,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,40,400,160000,64000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,35,200,70000,24500,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,20,100,20000,7000,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,20,75,15000,6000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,30,75,22500,7875,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,35,150,52500,26250,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,40,325,130000,52000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,30,150,45000,15750,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,30,50,15000,5250,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,30,25,7500,3000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,40,25,10000,3500,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,45,150,67500,33750,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,40,300,120000,48000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,30,150,45000,15750,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,30,95,28500,9975,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,30,125,37500,15000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,50,100,50000,17500,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,55,200,110000,55000,0.5,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Street Footwear,50,450,225000,90000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Athletic Footwear,40,250,100000,35000,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Street Footwear,40,200,80000,28000,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Athletic Footwear,40,150,60000,24000,0.4,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Mens Apparel,50,150,75000,26250,0.35,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Womens Apparel,55,250,137500,68750,0.5,Outlet
Sports Direct,Midwest,Nebraska,Omaha,Mens Street Footwear,20,675,135000,54000,0.4,Outlet
Sports Direct,Midwest,Nebraska,Omaha,Mens Athletic Footwear,30,675,202500,81000,0.4,Outlet
Sports Direct,Midwest,Nebraska,Omaha,Womens Street Footwear,30,475,142500,57000,0.4,Outlet
Sports Direct,Midwest,Nebraska,Omaha,Womens Athletic Footwear,35,475,166250,83125,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,40,325,130000,45500,0.35,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,35,475,166250,91438,0.55,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,25,625,156250,62500,0.4,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,35,600,210000,84000,0.4,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,35,425,148750,59500,0.4,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,35,375,131250,65625,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,40,250,100000,35000,0.35,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,35,450,157500,86625,0.55,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,30,625,187500,84375,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,40,625,250000,112500,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,30,450,135000,60750,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,35,350,122500,67375,0.55,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,40,250,100000,40000,0.4,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,35,400,140000,84000,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,20,650,130000,58500,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,20,650,130000,58500,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,15,475,71250,32063,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,20,375,75000,41250,0.55,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,25,275,68750,27500,0.4,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,20,550,110000,66000,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,10,700,70000,31500,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,20,725,145000,65250,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,15,575,86250,38813,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,35,500,175000,96250,0.55,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,50,400,200000,80000,0.4,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,45,750,337500,202500,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,45,750,337500,151875,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,50,750,375000,168750,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,45,650,292500,131625,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,45,600,270000,148500,0.55,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,50,500,250000,100000,0.4,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,55,875,481250,288750,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,45,825,371250,185625,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,50,825,412500,206250,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,45,975,438750,219375,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,45,575,258750,155250,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,50,525,262500,118125,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,60,800,480000,312000,0.65,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,40,750,300000,150000,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,55,750,412500,206250,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,55,925,508750,254375,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,50,425,212500,127500,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,55,425,233750,105188,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,60,675,405000,263250,0.65,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,55,625,343750,171875,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,55,575,316250,158125,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,60,625,375000,187500,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,60,350,210000,126000,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,45,350,157500,70875,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,40,575,230000,149500,0.65,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,30,525,157500,78750,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,30,525,157500,78750,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,35,475,166250,83125,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,35,325,113750,68250,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,30,300,90000,40500,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,40,475,190000,123500,0.65,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,20,625,125000,62500,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,20,625,125000,62500,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,45,575,258750,129375,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,45,450,202500,121500,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,50,425,212500,95625,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,60,625,375000,243750,0.65,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Street Footwear,60,775,465000,232500,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Athletic Footwear,60,775,465000,232500,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Street Footwear,65,700,455000,227500,0.5,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Athletic Footwear,65,550,357500,214500,0.6,Outlet
Sports Direct,South,Alabama,Birmingham,Mens Apparel,60,500,300000,135000,0.45,Outlet
Sports Direct,South,Alabama,Birmingham,Womens Apparel,70,750,525000,341250,0.65,Outlet
Amazon,South,Alabama,Birmingham,Mens Street Footwear,40,450,180000,63000,0.35,Outlet
Amazon,South,Alabama,Birmingham,Mens Athletic Footwear,40,250,100000,35000,0.35,Outlet
Amazon,South,Alabama,Birmingham,Womens Street Footwear,30,250,75000,30000,0.4,Outlet
Amazon,South,Alabama,Birmingham,Womens Athletic Footwear,35,100,35000,10500,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,50,150,75000,18750,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,40,250,100000,40000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,40,500,200000,70000,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,40,150,60000,21000,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,30,200,60000,24000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,35,75,26250,7875,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,50,150,75000,18750,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,40,250,100000,40000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,40,470,188000,65800,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,40,175,70000,24500,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,30,200,60000,24000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,35,50,17500,5250,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,50,100,50000,12500,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,40,200,80000,32000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,40,450,180000,63000,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,40,150,60000,21000,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,30,150,45000,18000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,35,75,26250,7875,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,50,75,37500,9375,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,40,225,90000,36000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,55,495,272250,95288,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,50,200,100000,35000,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,45,175,78750,31500,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,45,125,56250,16875,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,55,150,82500,20625,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,60,275,165000,66000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,55,525,288750,101063,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,50,275,137500,48125,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,45,200,90000,36000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,45,175,78750,23625,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,55,175,96250,24063,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,60,325,195000,78000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,55,550,302500,105875,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,50,300,150000,52500,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,45,225,101250,40500,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,45,175,78750,23625,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,55,200,110000,27500,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,60,375,225000,90000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,55,525,288750,101063,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,50,300,150000,52500,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,45,225,101250,40500,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,45,175,78750,23625,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,55,150,82500,20625,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,60,325,195000,78000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,55,450,247500,86625,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,50,250,125000,43750,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,45,150,67500,27000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,45,125,56250,16875,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,55,125,68750,17188,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,60,225,135000,54000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,60,400,240000,84000,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,55,225,123750,43313,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,55,125,68750,27500,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,55,100,55000,16500,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,65,100,65000,16250,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,70,225,157500,63000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,65,375,243750,85313,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,55,200,110000,38500,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,55,195,107250,42900,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,55,175,96250,28875,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,65,150,97500,24375,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,70,250,175000,70000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Mens Street Footwear,65,475,308750,108063,0.35,Outlet
Amazon,Northeast,Maine,Portland,Mens Athletic Footwear,55,275,151250,52938,0.35,Outlet
Amazon,Northeast,Maine,Portland,Womens Street Footwear,55,250,137500,55000,0.4,Outlet
Amazon,Northeast,Maine,Portland,Womens Athletic Footwear,55,200,110000,33000,0.3,Outlet
Amazon,Northeast,Maine,Portland,Mens Apparel,65,200,130000,32500,0.25,Outlet
Amazon,Northeast,Maine,Portland,Womens Apparel,70,300,210000,84000,0.4,Outlet
West Gear,Northeast,Maine,Portland,Mens Street Footwear,35,375,131250,32813,0.25,Outlet
West Gear,Northeast,Maine,Portland,Mens Athletic Footwear,45,375,168750,33750,0.2,Outlet
West Gear,Northeast,Maine,Portland,Womens Street Footwear,45,375,168750,42188,0.25,Outlet
West Gear,Northeast,Maine,Portland,Womens Athletic Footwear,45,225,101250,25313,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Apparel,55,300,165000,49500,0.3,Outlet
Amazon,West,Alaska,Anchorage,Mens Street Footwear,55,575,316250,110688,0.35,Outlet
Amazon,West,Alaska,Anchorage,Mens Athletic Footwear,55,225,123750,43313,0.35,Outlet
Amazon,West,Alaska,Anchorage,Womens Street Footwear,45,275,123750,30938,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Athletic Footwear,50,175,87500,21875,0.25,Outlet
Amazon,West,Alaska,Anchorage,Mens Apparel,65,250,162500,40625,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Apparel,55,350,192500,57750,0.3,Outlet
Amazon,West,Alaska,Anchorage,Mens Street Footwear,55,545,299750,104913,0.35,Outlet
Amazon,West,Alaska,Anchorage,Mens Athletic Footwear,55,250,137500,48125,0.35,Outlet
Amazon,West,Alaska,Anchorage,Womens Street Footwear,45,275,123750,30938,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Athletic Footwear,50,125,62500,15625,0.25,Outlet
Amazon,West,Alaska,Anchorage,Mens Apparel,65,175,113750,28438,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Apparel,55,275,151250,45375,0.3,Outlet
Amazon,West,Alaska,Anchorage,Mens Street Footwear,55,525,288750,101063,0.35,Outlet
Amazon,West,Alaska,Anchorage,Mens Athletic Footwear,55,225,123750,43313,0.35,Outlet
Amazon,West,Alaska,Anchorage,Womens Street Footwear,45,225,101250,25313,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Athletic Footwear,50,150,75000,18750,0.25,Outlet
Amazon,West,Alaska,Anchorage,Mens Apparel,60,150,90000,22500,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Apparel,50,300,150000,45000,0.3,Outlet
Amazon,West,Alaska,Anchorage,Mens Street Footwear,65,570,370500,129675,0.35,Outlet
Amazon,West,Alaska,Anchorage,Mens Athletic Footwear,60,275,165000,57750,0.35,Outlet
Amazon,West,Alaska,Anchorage,Womens Street Footwear,55,300,165000,41250,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Athletic Footwear,55,250,137500,34375,0.25,Outlet
Amazon,West,Alaska,Anchorage,Mens Apparel,65,275,178750,44688,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Apparel,70,400,280000,84000,0.3,Outlet
Amazon,West,Alaska,Anchorage,Mens Street Footwear,65,650,422500,147875,0.35,Outlet
Amazon,West,Alaska,Anchorage,Mens Athletic Footwear,60,400,240000,84000,0.35,Outlet
Amazon,West,Alaska,Anchorage,Womens Street Footwear,55,325,178750,44688,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Athletic Footwear,55,300,165000,41250,0.25,Outlet
Amazon,West,Alaska,Anchorage,Mens Apparel,65,300,195000,48750,0.25,Outlet
Amazon,West,Alaska,Anchorage,Womens Apparel,70,450,315000,94500,0.3,Outlet
Amazon,West,Alaska,Anchorage,Mens Street Footwear,65,675,438750,153563,0.35,Outlet
Amazon,West,Alaska,Anchorage,Mens Athletic Footwear,60,425,255000,89250,0.35,Outlet
Amazon,West,Alaska,Anchorage,Womens Street Footwear,55,350,192500,48125,0.25,Outlet
